Datei,Shot,Von,Nach,Delta
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035827_b3f4.json,11,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035827_b3f4.json,12,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035827_91b6.json,12,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035827_57a5.json,1,1,4,3
quantum_log_Governance und Politik_act_nq4_20250418035827_57a5.json,4,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035827_57a5.json,7,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035827_57a5.json,8,4,1,3
quantum_log_Governance und Politik_act_nq4_20250418035827_57a5.json,10,0,3,3
quantum_log_Governance und Politik_act_nq4_20250418035827_57a5.json,13,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,1,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,3,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,5,0,4,4
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,6,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,7,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,8,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,12,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,13,0,4,4
quantum_log_Synergien und Integration_act_nq4_20250418035827_7e9d.json,14,4,0,4
quantum_log_Technologie und Innovation_act_nq4_20250418035827_d8cf.json,2,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035827_d8cf.json,3,0,4,4
quantum_log_Technologie und Innovation_act_nq4_20250418035827_d8cf.json,5,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035827_d8cf.json,9,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035827_d8cf.json,13,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035827_d8cf.json,14,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_7d67.json,5,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_7d67.json,6,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_7d67.json,8,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_7d67.json,13,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_7d67.json,14,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_fa30.json,2,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_fa30.json,5,1,4,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_fa30.json,6,4,0,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_fa30.json,8,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_fa30.json,12,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_fa30.json,14,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035827_c321.json,1,2,0,2
quantum_log_Cortex Creativus_act_nq4_20250418035827_c321.json,4,1,4,3
quantum_log_Cortex Creativus_act_nq4_20250418035827_c321.json,5,4,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035827_c321.json,9,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_8d7f.json,3,3,1,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_8d7f.json,5,0,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_8d7f.json,10,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_8d7f.json,11,4,0,4
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_8d7f.json,12,0,3,3
quantum_log_Cortex Criticus_act_nq4_20250418035827_88a2.json,2,0,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_88a2.json,5,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_88a2.json,7,0,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_88a2.json,10,2,0,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_88a2.json,11,0,4,4
quantum_log_Cortex Criticus_act_nq4_20250418035827_88a2.json,13,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035827_353f.json,1,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035827_353f.json,8,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035827_353f.json,9,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035827_c5fc.json,1,0,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035827_c5fc.json,5,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035827_c5fc.json,12,3,0,3
quantum_log_Cortex Socialis_act_nq4_20250418035827_30c8.json,1,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035827_30c8.json,4,2,4,2
quantum_log_Cortex Socialis_act_nq4_20250418035827_30c8.json,5,4,1,3
quantum_log_Cortex Socialis_act_nq4_20250418035827_30c8.json,12,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035827_8420.json,3,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035827_8420.json,4,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035827_8420.json,5,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035827_8420.json,6,1,4,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035827_8420.json,8,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035827_0612.json,9,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035827_33b2.json,4,2,0,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035827_33b2.json,5,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035827_1432.json,3,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035827_1432.json,4,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035827_1432.json,5,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035827_1432.json,6,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035827_1432.json,9,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035827_1432.json,10,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035827_1432.json,14,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_12e4.json,1,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035827_12e4.json,8,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_12e4.json,10,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035827_12e4.json,12,1,4,3
quantum_log_Synergien und Integration_act_nq4_20250418035827_12e4.json,13,4,0,4
quantum_log_Synergien und Integration_act_nq4_20250418035827_12e4.json,14,0,4,4
quantum_log_Technologie und Innovation_act_nq4_20250418035827_3844.json,1,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035827_3844.json,3,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035827_3844.json,4,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035827_3844.json,8,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035827_3844.json,10,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035827_3844.json,12,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_a29c.json,1,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_a29c.json,2,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_a29c.json,4,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_a29c.json,9,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_a29c.json,11,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_a29c.json,12,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035827_a29c.json,14,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_46ef.json,1,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_46ef.json,2,4,0,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_46ef.json,3,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_46ef.json,8,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_46ef.json,10,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_46ef.json,11,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035827_46ef.json,14,4,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035827_2f2d.json,2,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035827_2f2d.json,7,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_9397.json,5,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_9397.json,10,3,1,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_9397.json,11,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035827_9397.json,14,2,4,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_d109.json,5,2,4,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_d109.json,6,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_d109.json,11,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035827_d109.json,14,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035827_e434.json,1,3,0,3
quantum_log_Limbus Affektus_act_nq4_20250418035827_e434.json,2,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035827_e434.json,9,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035827_e434.json,10,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035827_e434.json,11,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035827_e434.json,12,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035827_2887.json,11,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035827_2887.json,12,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035828_c6fc.json,4,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035828_c6fc.json,5,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035828_c6fc.json,11,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_bb4b.json,3,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_bb4b.json,4,4,1,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_bb4b.json,6,0,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_bb4b.json,13,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035828_e3ac.json,1,2,4,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035828_e3ac.json,2,4,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035828_e3ac.json,9,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035828_e3ac.json,10,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035828_5471.json,1,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035828_5471.json,4,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035828_5471.json,5,4,1,3
quantum_log_Governance und Politik_act_nq4_20250418035828_5471.json,9,4,1,3
quantum_log_Governance und Politik_act_nq4_20250418035828_5471.json,12,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035828_5471.json,13,3,0,3
quantum_log_Governance und Politik_act_nq4_20250418035828_5471.json,14,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035828_1096.json,4,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035828_1096.json,7,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035828_1096.json,8,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035828_1096.json,9,1,4,3
quantum_log_Synergien und Integration_act_nq4_20250418035828_1096.json,10,4,0,4
quantum_log_Synergien und Integration_act_nq4_20250418035828_1096.json,12,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035828_1096.json,13,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,2,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,4,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,5,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,6,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,7,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,8,0,4,4
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,10,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,11,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_7ccb.json,14,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_0737.json,3,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_0737.json,5,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_0737.json,8,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_0737.json,9,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_0737.json,13,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_0737.json,14,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,1,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,2,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,3,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,4,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,5,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,6,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,7,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,8,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_9ecb.json,9,3,0,3
quantum_log_Cortex Creativus_act_nq4_20250418035828_fc35.json,4,2,4,2
quantum_log_Cortex Creativus_act_nq4_20250418035828_fc35.json,5,4,0,4
quantum_log_Simulatrix Neuralis_act_nq4_20250418035828_c4ba.json,1,0,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035828_411f.json,5,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035828_411f.json,6,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035828_b844.json,1,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035828_b844.json,5,4,0,4
quantum_log_Limbus Affektus_act_nq4_20250418035828_b844.json,6,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035828_b844.json,14,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035828_b45e.json,4,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035828_b45e.json,5,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035828_b45e.json,8,4,1,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_14fd.json,4,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_14fd.json,7,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_14fd.json,11,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_14fd.json,12,4,1,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_14fd.json,13,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_14fd.json,14,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035828_43e9.json,14,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035828_c6ea.json,4,0,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035828_c6ea.json,12,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035828_ec02.json,2,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035828_ec02.json,4,3,0,3
quantum_log_Governance und Politik_act_nq4_20250418035828_ec02.json,5,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035828_112b.json,2,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035828_112b.json,3,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035828_112b.json,13,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_85f4.json,1,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_85f4.json,4,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_85f4.json,6,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_85f4.json,11,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_85f4.json,12,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_85f4.json,13,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035828_85f4.json,14,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,1,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,4,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,5,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,7,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,8,4,0,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,9,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,11,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035828_5540.json,14,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_28cf.json,2,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_28cf.json,8,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035828_28cf.json,9,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035828_d083.json,7,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035828_d083.json,9,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035828_d083.json,14,2,0,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035828_4952.json,1,4,0,4
quantum_log_Simulatrix Neuralis_act_nq4_20250418035828_4952.json,5,0,3,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035828_4952.json,8,3,1,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035828_4952.json,10,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035828_4952.json,11,4,1,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035828_4952.json,13,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035828_3210.json,3,3,1,2
quantum_log_Limbus Affektus_act_nq4_20250418035828_61f0.json,8,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035828_61f0.json,13,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035828_5ddf.json,5,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035828_5ddf.json,7,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035828_5ddf.json,13,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035828_5ddf.json,14,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035828_fde7.json,4,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035828_fde7.json,12,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035828_fde7.json,13,0,3,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_0529.json,1,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_0529.json,8,1,4,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_0529.json,9,4,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_0529.json,11,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035828_0529.json,14,2,4,2
quantum_log_Ethik und Moral_act_nq4_20250418035829_bb9e.json,4,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035829_bb9e.json,5,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_e89d.json,6,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_e89d.json,14,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035829_f68c.json,5,1,4,3
quantum_log_Governance und Politik_act_nq4_20250418035829_f68c.json,11,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035829_f68c.json,13,1,4,3
quantum_log_Synergien und Integration_act_nq4_20250418035829_3e71.json,2,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3e71.json,3,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3e71.json,5,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035829_3e71.json,6,0,4,4
quantum_log_Synergien und Integration_act_nq4_20250418035829_3e71.json,9,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3e71.json,10,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035829_3e71.json,14,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035829_9bc7.json,1,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035829_9bc7.json,4,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035829_9bc7.json,11,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035829_9bc7.json,13,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035829_9bc7.json,14,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_fa17.json,3,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_fa17.json,6,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_fa17.json,10,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_fa17.json,11,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_1df9.json,2,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_1df9.json,4,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_1df9.json,5,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_1df9.json,12,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_1df9.json,13,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035829_0d3e.json,1,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035829_0d3e.json,9,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035829_0d3e.json,10,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035829_0d3e.json,12,0,3,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035829_b66e.json,8,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035829_b66e.json,9,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035829_c8f4.json,1,0,3,3
quantum_log_Cortex Criticus_act_nq4_20250418035829_c8f4.json,8,2,4,2
quantum_log_Cortex Criticus_act_nq4_20250418035829_c8f4.json,9,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035829_c8f4.json,12,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_b831.json,3,4,1,3
quantum_log_Limbus Affektus_act_nq4_20250418035829_b831.json,4,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_b831.json,6,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_b831.json,7,0,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_b831.json,8,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035829_b831.json,11,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035829_f642.json,6,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035829_f642.json,7,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035829_f642.json,12,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035829_20b7.json,4,2,4,2
quantum_log_Cortex Socialis_act_nq4_20250418035829_20b7.json,14,1,4,3
quantum_log_Ethik und Moral_act_nq4_20250418035829_0eeb.json,5,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_783d.json,1,2,4,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035829_783d.json,2,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035829_f10a.json,4,1,4,3
quantum_log_Governance und Politik_act_nq4_20250418035829_f10a.json,5,4,1,3
quantum_log_Governance und Politik_act_nq4_20250418035829_f10a.json,7,1,4,3
quantum_log_Governance und Politik_act_nq4_20250418035829_f10a.json,8,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035829_f10a.json,13,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3224.json,1,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035829_3224.json,2,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3224.json,4,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3224.json,8,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3224.json,10,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3224.json,12,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035829_3224.json,13,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035829_8ccc.json,4,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035829_8ccc.json,5,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035829_8ccc.json,6,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035829_8ccc.json,7,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,2,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,3,1,4,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,4,4,0,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,5,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,6,4,0,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,7,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,9,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,10,4,0,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,11,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035829_a5e9.json,14,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_f18f.json,2,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_f18f.json,4,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_f18f.json,7,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_f18f.json,11,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_f18f.json,12,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_f18f.json,13,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035829_f18f.json,14,3,1,2
